image_name,tags
test_19921,clear primary water cultivation habitation agriculture road
test_19922,primary water partly_cloudy agriculture road
test_19923,clear primary water partly_cloudy habitation agriculture road
test_19924,primary cultivation partly_cloudy agriculture
test_19925,primary water haze partly_cloudy agriculture road
test_19926,clear primary cultivation agriculture road
test_19927,primary partly_cloudy agriculture road
test_19928,clear primary water partly_cloudy
test_19929,clear primary cultivation agriculture
test_19930,clear primary
test_19931,primary partly_cloudy agriculture
test_19932,primary water partly_cloudy agriculture road
test_19933,primary water partly_cloudy agriculture road
test_19934,clear primary
test_19935,clear primary
test_19936,primary water partly_cloudy habitation agriculture road
test_19937,clear primary
test_19938,clear primary
test_19939,primary water partly_cloudy agriculture road
test_19940,clear primary water agriculture road
test_19941,clear primary
test_19942,clear primary water habitation agriculture road
test_19943,clear primary water agriculture road
test_19944,primary haze agriculture
test_19945,clear primary
test_19946,clear primary cultivation agriculture road
test_19947,clear primary
test_19948,clear primary
test_19949,clear primary water haze habitation agriculture road
test_19950,clear primary
test_19951,clear primary water cultivation agriculture road
test_19952,cloudy
test_19953,clear primary agriculture road
test_19954,primary cloudy haze
test_19955,clear primary road selective_logging
test_19956,clear primary cultivation agriculture
test_19957,clear primary
test_19958,primary water partly_cloudy agriculture
test_19959,clear primary
test_19960,primary partly_cloudy agriculture road
test_19961,clear primary water cultivation agriculture road
test_19962,clear primary
test_19963,primary water haze cultivation partly_cloudy agriculture road
test_19964,clear primary cultivation habitation agriculture road
test_19965,clear primary water haze agriculture road
test_19966,primary water partly_cloudy agriculture road
test_19967,clear primary
test_19968,clear primary water haze cultivation agriculture road
test_19969,clear primary cultivation partly_cloudy agriculture
test_19970,primary water cultivation partly_cloudy agriculture road
test_19971,clear primary
test_19972,clear primary water cultivation habitation agriculture road
test_19973,clear primary cultivation agriculture
test_19974,clear primary water cultivation habitation agriculture road
test_19975,primary cloudy water
test_19976,clear primary water partly_cloudy agriculture road
test_19977,clear primary
test_19978,clear primary agriculture road
test_19979,clear primary water partly_cloudy agriculture road
test_19980,clear primary water habitation agriculture road
test_19981,clear primary water haze cultivation agriculture road
test_19982,clear primary
test_19983,clear primary water cultivation road
test_19984,clear primary
test_19985,primary partly_cloudy agriculture road
test_19986,clear primary water cultivation partly_cloudy habitation agriculture road
test_19987,clear primary partly_cloudy agriculture
test_19988,clear primary
test_19989,clear primary cultivation
test_19990,clear primary water cultivation agriculture road
test_19991,clear primary
test_19992,clear primary partly_cloudy
test_19993,primary haze
test_19994,clear primary
test_19995,clear primary
test_19996,clear primary
test_19997,clear primary
test_19998,clear primary cultivation agriculture road
test_19999,primary water partly_cloudy agriculture
test_20000,clear primary cultivation habitation agriculture road
test_20001,primary water haze
test_20002,clear primary water partly_cloudy habitation agriculture road
test_20003,clear primary
test_20004,clear primary water cultivation agriculture
test_20005,clear primary water
test_20006,primary water cultivation partly_cloudy agriculture
test_20007,primary partly_cloudy
test_20008,clear primary
test_20009,clear primary
test_20010,cloudy haze
test_20011,clear primary haze agriculture
test_20012,clear primary
test_20013,clear primary water cultivation agriculture road
test_20014,clear primary water cultivation agriculture road
test_20015,cloudy
test_20016,clear primary
test_20017,clear primary cultivation agriculture road
test_20018,clear primary water cultivation habitation agriculture road
test_20019,clear primary habitation agriculture road
test_20020,clear primary
test_20021,clear primary
test_20022,primary partly_cloudy
test_20023,clear primary water cultivation habitation agriculture road
test_20024,clear primary water
test_20025,clear primary
test_20026,clear primary partly_cloudy agriculture road
test_20027,clear primary water cultivation agriculture road
test_20028,clear primary
test_20029,clear primary water cultivation agriculture road
test_20030,clear primary
test_20031,clear primary water cultivation habitation agriculture road
test_20032,clear primary
test_20033,clear primary
test_20034,primary haze
test_20035,clear primary water cultivation habitation agriculture road
test_20036,clear primary
test_20037,clear primary water agriculture road
test_20038,clear primary
test_20039,clear primary water cultivation partly_cloudy habitation agriculture road
test_20040,clear primary water haze agriculture road
test_20041,clear primary partly_cloudy
test_20042,clear primary
test_20043,clear primary water habitation agriculture road
test_20044,clear primary
test_20045,clear primary
test_20046,clear primary agriculture road
test_20047,clear primary
test_20048,primary partly_cloudy agriculture
test_20049,primary water haze agriculture
test_20050,primary partly_cloudy habitation agriculture road
test_20051,clear primary
test_20052,clear primary
test_20053,clear primary
test_20054,clear primary water agriculture
test_20055,clear primary
test_20056,clear primary
test_20057,clear primary
test_20058,clear primary
test_20059,clear primary water haze cultivation agriculture road
test_20060,primary cultivation partly_cloudy agriculture
test_20061,clear primary cultivation habitation agriculture road
test_20062,clear primary water cultivation habitation agriculture road
test_20063,clear primary water cultivation habitation agriculture road
test_20064,clear primary
test_20065,clear primary
test_20066,primary cloudy haze
test_20067,clear primary
test_20068,clear primary
test_20069,primary water partly_cloudy agriculture road
test_20070,clear primary cultivation agriculture
test_20071,clear primary
test_20072,clear primary water cultivation agriculture road
test_20073,primary partly_cloudy agriculture
test_20074,clear primary
test_20075,clear primary cultivation agriculture
test_20076,clear primary
test_20077,clear primary habitation agriculture road
test_20078,primary partly_cloudy agriculture road
test_20079,clear primary water cultivation partly_cloudy agriculture road
test_20080,clear primary
test_20081,primary water partly_cloudy
test_20082,clear primary water habitation agriculture road
test_20083,cloudy
test_20084,clear primary
test_20085,clear primary cultivation agriculture
test_20086,clear primary cultivation agriculture
test_20087,primary water cultivation partly_cloudy agriculture
test_20088,clear primary water
test_20089,clear primary cultivation agriculture road
test_20090,primary water partly_cloudy habitation agriculture road
test_20091,primary cloudy water haze
test_20092,clear primary
test_20093,clear primary water agriculture
test_20094,primary water partly_cloudy
test_20095,clear primary water partly_cloudy agriculture
test_20096,clear primary
test_20097,primary partly_cloudy
test_20098,primary water haze road
test_20099,clear primary habitation agriculture road
test_20100,clear primary
test_20101,clear primary water cultivation agriculture road
test_20102,clear primary
test_20103,clear primary
test_20104,clear primary water
test_20105,clear primary
test_20106,primary partly_cloudy
test_20107,clear primary bare_ground agriculture road
test_20108,clear primary cultivation partly_cloudy habitation agriculture road
test_20109,clear primary
test_20110,clear primary water agriculture road
test_20111,primary partly_cloudy
test_20112,primary cultivation partly_cloudy agriculture
test_20113,primary cloudy haze
test_20114,cloudy haze
test_20115,clear primary partly_cloudy
test_20116,clear primary
test_20117,clear primary
test_20118,clear primary water partly_cloudy
test_20119,clear primary
test_20120,clear primary
test_20121,clear primary water
test_20122,primary haze
test_20123,primary cloudy water
test_20124,primary partly_cloudy agriculture road
test_20125,primary partly_cloudy
test_20126,clear primary water partly_cloudy
test_20127,primary haze
test_20128,clear primary water cultivation agriculture road
test_20129,clear primary haze
test_20130,clear primary
test_20131,clear primary
test_20132,primary haze
test_20133,clear primary
test_20134,clear primary water cultivation agriculture road
test_20135,primary water partly_cloudy agriculture
test_20136,clear primary
test_20137,clear primary water cultivation agriculture road
test_20138,clear primary habitation bare_ground agriculture road
test_20139,clear primary
test_20140,primary water partly_cloudy agriculture
test_20141,clear primary water haze road
test_20142,clear primary agriculture
test_20143,clear primary
test_20144,primary cloudy haze
test_20145,clear primary water agriculture road
test_20146,clear primary partly_cloudy habitation agriculture road
test_20147,clear primary
test_20148,clear primary water cultivation agriculture
test_20149,primary haze agriculture
test_20150,primary water haze agriculture road
test_20151,clear primary partly_cloudy habitation agriculture road
test_20152,clear primary
test_20153,primary water partly_cloudy agriculture
test_20154,clear primary
test_20155,clear primary water agriculture
test_20156,clear blooming primary water
test_20157,clear primary water agriculture road
test_20158,clear primary agriculture
test_20159,primary cloudy partly_cloudy agriculture
test_20160,clear primary
test_20161,clear primary
test_20162,primary partly_cloudy agriculture
test_20163,primary partly_cloudy agriculture road
test_20164,clear primary
test_20165,primary cultivation partly_cloudy agriculture
test_20166,cloudy
test_20167,primary cloudy haze
test_20168,primary cloudy water partly_cloudy agriculture road
test_20169,clear primary
test_20170,clear primary cultivation habitation agriculture road
test_20171,clear primary
test_20172,clear primary
test_20173,clear primary water cultivation partly_cloudy agriculture road
test_20174,clear primary haze
test_20175,clear primary cultivation habitation agriculture road
test_20176,clear primary agriculture
test_20177,primary haze
test_20178,clear primary haze
test_20179,primary cloudy haze
test_20180,clear primary water artisinal_mine agriculture road
test_20181,clear primary
test_20182,clear primary
test_20183,clear primary
test_20184,clear primary
test_20185,clear primary water cultivation habitation agriculture road
test_20186,primary water partly_cloudy agriculture
test_20187,clear primary water cultivation habitation agriculture road
test_20188,clear primary water haze agriculture road
test_20189,clear primary water cultivation agriculture road
test_20190,clear primary partly_cloudy agriculture
test_20191,clear primary water habitation agriculture road
test_20192,clear primary
test_20193,clear primary
test_20194,clear primary
test_20195,clear primary
test_20196,clear primary
test_20197,primary partly_cloudy agriculture road
test_20198,clear primary
test_20199,clear primary water partly_cloudy agriculture road
test_20200,clear primary
test_20201,clear primary
test_20202,clear primary water habitation agriculture road
test_20203,clear primary water agriculture
test_20204,clear primary agriculture road
test_20205,clear primary
test_20206,clear primary habitation agriculture road
test_20207,clear primary
test_20208,clear primary water cultivation habitation agriculture road
test_20209,clear primary
test_20210,clear primary water agriculture road
test_20211,clear primary
test_20212,cloudy
test_20213,clear primary
test_20214,clear primary
test_20215,primary water partly_cloudy agriculture road
test_20216,clear primary water cultivation habitation agriculture road
test_20217,clear primary
test_20218,clear primary
test_20219,clear primary
test_20220,clear primary
test_20221,clear primary
test_20222,primary partly_cloudy
test_20223,clear primary water habitation agriculture road
test_20224,clear primary water cultivation agriculture road
test_20225,clear primary water cultivation agriculture road
test_20226,clear primary haze
test_20227,clear primary cultivation agriculture road
test_20228,primary water partly_cloudy agriculture
test_20229,clear primary water cultivation agriculture
test_20230,clear primary agriculture road
test_20231,clear primary
test_20232,clear primary
test_20233,clear primary
test_20234,clear primary
test_20235,primary partly_cloudy
test_20236,clear primary water haze cultivation agriculture road
test_20237,clear primary road
test_20238,clear primary
test_20239,primary water haze agriculture road
test_20240,clear primary
test_20241,primary water haze agriculture road
test_20242,cloudy
test_20243,clear primary
test_20244,clear primary
test_20245,clear primary water agriculture road
test_20246,clear primary habitation agriculture road
test_20247,clear primary
test_20248,clear primary
test_20249,clear primary
test_20250,clear primary
test_20251,primary water partly_cloudy
test_20252,clear primary
test_20253,clear primary
test_20254,clear primary
test_20255,clear primary habitation agriculture road
test_20256,clear primary water cultivation agriculture
test_20257,clear primary water cultivation partly_cloudy agriculture road
test_20258,primary haze
test_20259,clear primary water cultivation habitation agriculture road
test_20260,primary partly_cloudy agriculture
test_20261,cloudy
test_20262,clear primary water agriculture road
test_20263,clear primary
test_20264,clear primary cultivation habitation agriculture road
test_20265,clear primary
test_20266,primary water partly_cloudy agriculture
test_20267,clear primary water road
test_20268,primary water partly_cloudy
test_20269,primary cloudy haze
test_20270,clear primary water partly_cloudy
test_20271,clear primary
test_20272,clear primary water partly_cloudy agriculture road
test_20273,clear primary cultivation partly_cloudy agriculture
test_20274,cloudy
test_20275,clear primary agriculture
test_20276,clear primary cultivation agriculture
test_20277,clear primary
test_20278,clear primary water agriculture road
test_20279,clear primary cultivation partly_cloudy
test_20280,clear primary
test_20281,clear primary
test_20282,clear primary
test_20283,clear primary water partly_cloudy agriculture road
test_20284,clear primary cultivation agriculture road
test_20285,clear primary
test_20286,clear primary haze agriculture
test_20287,clear primary
test_20288,clear primary
test_20289,primary haze
test_20290,clear primary water cultivation agriculture road
test_20291,primary cloudy haze
test_20292,clear primary water cultivation habitation agriculture road
test_20293,clear primary
test_20294,clear primary water
test_20295,clear primary agriculture road
test_20296,primary water partly_cloudy
test_20297,clear primary
test_20298,clear primary water haze agriculture road
test_20299,clear primary water habitation agriculture road
test_20300,clear primary water cultivation habitation agriculture road
test_20301,primary cloudy haze
test_20302,clear primary water cultivation agriculture road
test_20303,clear primary
test_20304,clear primary cultivation partly_cloudy habitation agriculture road
test_20305,cloudy
test_20306,primary water partly_cloudy agriculture
test_20307,clear primary water cultivation agriculture road
test_20308,clear primary
test_20309,clear primary
test_20310,clear primary
test_20311,clear primary cultivation agriculture
test_20312,clear primary water partly_cloudy habitation agriculture road
test_20313,clear primary cultivation agriculture
test_20314,clear primary cultivation habitation agriculture road
test_20315,clear primary water agriculture road
test_20316,clear primary
test_20317,clear primary cultivation agriculture
test_20318,clear primary water agriculture
test_20319,clear primary
test_20320,clear primary
test_20321,clear primary water partly_cloudy habitation agriculture road
test_20322,primary haze
test_20323,clear primary water agriculture road
test_20324,clear primary
test_20325,clear primary habitation bare_ground agriculture road
test_20326,primary cloudy haze
test_20327,clear primary
test_20328,clear primary
test_20329,clear primary
test_20330,clear primary water cultivation habitation agriculture road
test_20331,clear primary water cultivation habitation agriculture road
test_20332,clear primary water cultivation agriculture
test_20333,clear primary
test_20334,clear primary
test_20335,clear primary
test_20336,cloudy
test_20337,clear primary agriculture road
test_20338,clear primary cultivation agriculture road
test_20339,primary water haze road
test_20340,clear primary water partly_cloudy agriculture road
test_20341,clear primary
test_20342,clear primary water cultivation habitation agriculture road
test_20343,clear primary water cultivation agriculture road
test_20344,clear primary water cultivation agriculture
test_20345,clear primary partly_cloudy
test_20346,clear primary
test_20347,clear primary cultivation agriculture road
test_20348,clear primary
test_20349,clear primary
test_20350,primary haze
test_20351,clear primary
test_20352,clear primary cultivation habitation agriculture road
test_20353,clear primary water cultivation partly_cloudy habitation agriculture road
test_20354,clear primary habitation agriculture road
test_20355,clear primary
test_20356,clear primary water cultivation agriculture
test_20357,clear primary water agriculture road
test_20358,clear primary
test_20359,clear primary
test_20360,clear primary haze
test_20361,clear primary
test_20362,primary partly_cloudy
test_20363,clear primary water cultivation partly_cloudy agriculture road
test_20364,clear primary cultivation agriculture
test_20365,clear primary water cultivation agriculture road
test_20366,primary haze
test_20367,clear primary partly_cloudy habitation agriculture road
test_20368,clear primary cultivation habitation agriculture road
test_20369,clear primary agriculture road
test_20370,clear primary
test_20371,clear primary
test_20372,clear primary
test_20373,clear primary
test_20374,primary water haze partly_cloudy agriculture
test_20375,clear primary water haze partly_cloudy agriculture
test_20376,clear primary cultivation habitation agriculture road
test_20377,primary water partly_cloudy habitation agriculture road
test_20378,clear primary water agriculture road
test_20379,primary cloudy haze
test_20380,clear primary
test_20381,clear primary water cultivation partly_cloudy agriculture
test_20382,clear primary
test_20383,clear primary water agriculture
test_20384,primary water haze partly_cloudy agriculture
test_20385,clear primary
test_20386,clear primary water agriculture road
test_20387,clear primary
test_20388,clear primary cultivation agriculture
test_20389,primary water haze
test_20390,clear primary
test_20391,clear primary water agriculture road
test_20392,cloudy haze
test_20393,clear primary water habitation agriculture road
test_20394,clear primary water partly_cloudy habitation agriculture road
test_20395,clear primary water cultivation
test_20396,clear primary
test_20397,clear primary
test_20398,clear primary water cultivation agriculture road
test_20399,clear primary water cultivation habitation agriculture road
test_20400,clear primary water agriculture road
test_20401,primary water partly_cloudy agriculture road
test_20402,clear primary
test_20403,clear primary
test_20404,primary partly_cloudy agriculture road
test_20405,clear primary
test_20406,primary water partly_cloudy agriculture road
test_20407,primary partly_cloudy agriculture road
test_20408,clear primary
test_20409,clear primary haze partly_cloudy agriculture
test_20410,clear primary water cultivation agriculture road
test_20411,clear primary
test_20412,primary water partly_cloudy habitation agriculture road
test_20413,clear primary haze
test_20414,clear primary
test_20415,clear primary
test_20416,clear primary water haze cultivation agriculture road
test_20417,clear primary water habitation agriculture road
test_20418,primary cloudy haze
test_20419,cloudy
test_20420,primary cloudy
test_20421,clear primary
test_20422,clear primary agriculture road
test_20423,primary haze
test_20424,clear primary
test_20425,clear primary
test_20426,primary cloudy water partly_cloudy agriculture
test_20427,clear primary water cultivation agriculture
test_20428,clear primary agriculture
test_20429,primary water partly_cloudy
test_20430,clear primary water cultivation agriculture road
test_20431,primary partly_cloudy
test_20432,clear primary water partly_cloudy agriculture road
test_20433,clear primary bare_ground agriculture road
test_20434,clear primary water cultivation habitation agriculture road
test_20435,clear primary water cultivation habitation agriculture road
test_20436,primary water haze
test_20437,clear primary
test_20438,clear primary
test_20439,clear primary
test_20440,primary cloudy haze
test_20441,clear primary habitation agriculture road
test_20442,clear primary cultivation habitation agriculture road
test_20443,primary partly_cloudy agriculture
test_20444,clear primary
test_20445,primary haze partly_cloudy agriculture
test_20446,primary haze
test_20447,primary water partly_cloudy
test_20448,clear primary water agriculture road
test_20449,primary water partly_cloudy
test_20450,clear primary
test_20451,clear primary
test_20452,clear primary
test_20453,clear primary cultivation partly_cloudy agriculture
test_20454,clear primary water haze cultivation agriculture road
test_20455,clear primary water habitation agriculture road
test_20456,primary water partly_cloudy
test_20457,clear primary water cultivation agriculture
test_20458,primary water partly_cloudy agriculture
test_20459,clear primary water cultivation agriculture road
test_20460,clear primary
test_20461,clear primary cultivation agriculture
test_20462,clear primary water cultivation agriculture
test_20463,clear primary cultivation habitation agriculture road
test_20464,clear primary partly_cloudy agriculture
test_20465,clear primary water haze agriculture road
test_20466,primary partly_cloudy
test_20467,clear primary water agriculture
test_20468,clear primary
test_20469,clear primary cultivation agriculture
test_20470,clear primary water haze cultivation partly_cloudy habitation agriculture road
test_20471,clear primary cultivation partly_cloudy agriculture
test_20472,primary cloudy haze
test_20473,clear primary
test_20474,clear primary
test_20475,primary cloudy water
test_20476,clear primary water cultivation habitation agriculture road
test_20477,clear primary cultivation agriculture
test_20478,clear primary
test_20479,clear primary
test_20480,clear primary
test_20481,clear primary
test_20482,primary water partly_cloudy agriculture
test_20483,clear primary
test_20484,clear primary
test_20485,primary partly_cloudy agriculture
test_20486,clear primary
test_20487,clear primary water agriculture road
test_20488,clear primary
test_20489,clear primary water haze cultivation agriculture road
test_20490,clear primary water habitation agriculture road
test_20491,clear primary water cultivation agriculture
test_20492,primary partly_cloudy agriculture
test_20493,clear primary water cultivation agriculture road
test_20494,primary partly_cloudy agriculture
test_20495,clear primary habitation agriculture road
test_20496,clear primary haze agriculture
test_20497,primary partly_cloudy agriculture
test_20498,clear primary haze cultivation partly_cloudy agriculture
test_20499,cloudy
test_20500,clear primary water cultivation agriculture
test_20501,clear primary
test_20502,clear primary partly_cloudy
test_20503,primary cloudy haze
test_20504,clear primary agriculture
test_20505,clear primary water cultivation habitation agriculture road
test_20506,clear primary water cultivation agriculture road selective_logging
test_20507,clear primary water agriculture road
test_20508,primary water partly_cloudy agriculture
test_20509,clear primary cultivation partly_cloudy agriculture
test_20510,clear primary water cultivation habitation agriculture road
test_20511,clear primary
test_20512,clear primary water partly_cloudy agriculture road
test_20513,clear primary
test_20514,clear primary
test_20515,clear primary water partly_cloudy agriculture road
test_20516,clear primary partly_cloudy
test_20517,clear primary
test_20518,clear primary
test_20519,primary water partly_cloudy agriculture
test_20520,clear primary
test_20521,clear primary haze
test_20522,clear primary partly_cloudy
test_20523,clear primary
test_20524,clear primary
test_20525,clear primary cultivation agriculture
test_20526,clear primary water cultivation partly_cloudy agriculture
test_20527,cloudy
test_20528,clear primary water agriculture
test_20529,clear primary
test_20530,clear primary water cultivation habitation agriculture road
test_20531,clear primary
test_20532,clear primary water cultivation agriculture
test_20533,clear primary water partly_cloudy agriculture road
test_20534,clear primary water cultivation agriculture road
test_20535,clear primary water cultivation agriculture
test_20536,clear primary
test_20537,clear primary water cultivation
test_20538,clear primary
test_20539,clear primary water partly_cloudy habitation agriculture road
test_20540,primary water cultivation partly_cloudy
test_20541,clear primary
test_20542,clear primary
test_20543,clear primary cultivation habitation agriculture road
test_20544,clear primary water bare_ground agriculture road
test_20545,clear primary
test_20546,clear primary
test_20547,primary partly_cloudy habitation agriculture road
test_20548,clear primary water cultivation partly_cloudy agriculture
test_20549,clear primary cultivation agriculture road
test_20550,clear primary water agriculture
test_20551,clear primary
test_20552,clear primary water partly_cloudy agriculture road
test_20553,clear primary habitation agriculture road
test_20554,primary water partly_cloudy agriculture
test_20555,clear primary cultivation partly_cloudy
test_20556,clear primary water habitation agriculture road
test_20557,clear primary water agriculture road
test_20558,clear primary
test_20559,primary cloudy haze
test_20560,primary partly_cloudy agriculture
test_20561,clear primary agriculture road
test_20562,primary partly_cloudy agriculture road
test_20563,clear primary
test_20564,clear primary
test_20565,clear primary water road
test_20566,clear primary water cultivation agriculture road
test_20567,clear primary cultivation agriculture road
test_20568,clear primary
test_20569,clear primary
test_20570,clear primary water cultivation habitation agriculture road
test_20571,clear primary water cultivation habitation agriculture road
test_20572,clear primary
test_20573,clear primary water cultivation agriculture road
test_20574,clear primary water cultivation habitation agriculture road
test_20575,clear primary habitation agriculture road
test_20576,clear primary water cultivation agriculture road
test_20577,primary cloudy water agriculture road
test_20578,clear primary water cultivation agriculture
test_20579,clear primary
test_20580,clear primary
test_20581,clear primary water cultivation agriculture road
test_20582,clear primary
test_20583,clear primary
test_20584,clear primary
test_20585,clear primary water cultivation agriculture road
test_20586,clear primary
test_20587,clear primary cultivation agriculture
test_20588,clear primary water cultivation habitation agriculture road
test_20589,clear primary cultivation agriculture road
test_20590,clear primary
test_20591,clear primary
test_20592,primary haze
test_20593,cloudy
test_20594,clear primary
test_20595,clear primary
test_20596,clear primary water partly_cloudy
test_20597,clear primary water cultivation agriculture
test_20598,clear primary water habitation agriculture road
test_20599,clear primary
test_20600,clear primary water cultivation partly_cloudy agriculture
test_20601,clear primary
test_20602,clear primary
test_20603,clear primary water cultivation road
test_20604,clear primary
test_20605,clear primary
test_20606,clear primary
test_20607,primary water partly_cloudy agriculture road
test_20608,clear primary
test_20609,clear primary water cultivation habitation agriculture road
test_20610,clear primary
test_20611,clear primary
test_20612,clear primary
test_20613,primary water haze agriculture
test_20614,clear primary cultivation agriculture road
test_20615,clear primary
test_20616,primary water partly_cloudy agriculture road
test_20617,clear primary water agriculture road
test_20618,clear primary
test_20619,clear primary
test_20620,clear primary water agriculture
test_20621,clear primary
test_20622,primary water partly_cloudy agriculture road
test_20623,clear primary
test_20624,clear primary water cultivation habitation agriculture road
test_20625,clear primary cultivation agriculture
test_20626,clear primary water agriculture
test_20627,primary partly_cloudy
test_20628,clear primary
test_20629,clear primary
test_20630,clear primary
test_20631,clear primary
test_20632,clear primary
test_20633,primary partly_cloudy habitation agriculture road
test_20634,clear primary
test_20635,primary haze cultivation agriculture
test_20636,clear primary
test_20637,clear primary
test_20638,clear primary bare_ground agriculture road
test_20639,cloudy
test_20640,clear primary
test_20641,clear primary water agriculture road
test_20642,clear primary habitation agriculture road
test_20643,clear primary water partly_cloudy habitation agriculture road
test_20644,clear primary haze
test_20645,cloudy
test_20646,clear primary water cultivation agriculture road
test_20647,primary water partly_cloudy agriculture road
test_20648,primary cloudy partly_cloudy agriculture
test_20649,clear primary cultivation agriculture
test_20650,clear primary water haze agriculture road
test_20651,clear primary water partly_cloudy agriculture road
test_20652,clear primary water agriculture road
test_20653,primary cloudy haze
test_20654,clear primary
test_20655,clear primary cultivation habitation agriculture road
test_20656,clear primary water cultivation agriculture road
test_20657,clear primary water cultivation agriculture road
test_20658,clear primary
test_20659,primary water partly_cloudy
test_20660,clear primary water haze partly_cloudy agriculture road
test_20661,clear primary
test_20662,clear primary water partly_cloudy habitation agriculture road
test_20663,clear primary
test_20664,clear primary
test_20665,clear primary water agriculture road
test_20666,primary cloudy haze agriculture
test_20667,primary water partly_cloudy agriculture
test_20668,clear primary water cultivation agriculture road
test_20669,clear primary habitation agriculture road
test_20670,clear primary
test_20671,clear primary
test_20672,clear primary
test_20673,clear primary
test_20674,clear primary
test_20675,clear primary
test_20676,clear primary water partly_cloudy agriculture
test_20677,clear primary
test_20678,clear primary
test_20679,clear primary habitation agriculture road
test_20680,primary haze
test_20681,clear primary water partly_cloudy agriculture road
test_20682,clear primary
test_20683,primary water partly_cloudy agriculture road
test_20684,clear primary water cultivation habitation agriculture road
test_20685,primary water partly_cloudy agriculture road
test_20686,primary cloudy
test_20687,clear primary water haze agriculture road
test_20688,clear primary water cultivation habitation agriculture road
test_20689,clear primary habitation agriculture road
test_20690,clear primary
test_20691,clear primary cultivation habitation agriculture road
test_20692,clear primary water artisinal_mine agriculture
test_20693,clear primary water cultivation agriculture road
test_20694,clear primary
test_20695,clear primary
test_20696,clear primary water agriculture road
test_20697,primary water haze partly_cloudy
test_20698,clear primary water cultivation agriculture road
test_20699,primary water partly_cloudy agriculture
test_20700,clear primary water agriculture road
test_20701,clear primary agriculture
test_20702,cloudy haze
test_20703,clear primary
test_20704,clear primary habitation agriculture road
test_20705,clear primary water habitation agriculture road
test_20706,primary water partly_cloudy
test_20707,clear primary water cultivation habitation agriculture road
test_20708,clear primary water partly_cloudy road
test_20709,clear primary water haze cultivation agriculture road
test_20710,clear primary
test_20711,primary water partly_cloudy
test_20712,clear primary haze agriculture
test_20713,clear primary
test_20714,clear primary
test_20715,clear primary
test_20716,clear primary
test_20717,clear primary haze
test_20718,clear primary cultivation partly_cloudy agriculture
test_20719,clear primary
test_20720,primary partly_cloudy
test_20721,primary partly_cloudy agriculture road
test_20722,clear primary cultivation agriculture
test_20723,clear primary
test_20724,primary water partly_cloudy habitation agriculture road
test_20725,clear primary cultivation habitation agriculture road
test_20726,clear primary
test_20727,primary cloudy haze
test_20728,clear primary water partly_cloudy habitation agriculture road
test_20729,primary cloudy
test_20730,clear primary water partly_cloudy habitation agriculture road
test_20731,primary partly_cloudy agriculture road
test_20732,primary water partly_cloudy agriculture road
test_20733,clear primary partly_cloudy
test_20734,primary partly_cloudy
test_20735,clear primary
test_20736,clear primary water agriculture road
test_20737,primary haze
test_20738,clear primary water haze cultivation agriculture road
test_20739,clear primary
test_20740,clear primary
test_20741,clear primary water haze cultivation agriculture
test_20742,clear primary water agriculture road
test_20743,primary water partly_cloudy habitation agriculture road
test_20744,clear primary cultivation agriculture road
test_20745,clear primary agriculture road
test_20746,primary water haze partly_cloudy agriculture
test_20747,clear primary
test_20748,clear primary agriculture road
test_20749,clear primary water haze agriculture road
test_20750,clear primary cultivation agriculture
test_20751,cloudy
test_20752,primary partly_cloudy agriculture
test_20753,primary partly_cloudy agriculture
test_20754,clear primary
test_20755,clear primary water cultivation agriculture road
test_20756,primary partly_cloudy agriculture
test_20757,clear primary water cultivation agriculture
test_20758,clear primary
test_20759,clear primary water agriculture road
test_20760,primary water partly_cloudy
test_20761,clear primary cultivation agriculture road
test_20762,clear primary
test_20763,clear primary
test_20764,clear primary cultivation agriculture road
test_20765,clear primary habitation bare_ground agriculture road
test_20766,clear primary
test_20767,clear primary
test_20768,clear primary
test_20769,primary partly_cloudy agriculture
test_20770,clear primary water cultivation habitation agriculture road
test_20771,clear primary
test_20772,clear primary
test_20773,clear primary water cultivation agriculture road
test_20774,clear primary
test_20775,clear primary water partly_cloudy agriculture road
test_20776,clear primary
test_20777,primary haze
test_20778,clear primary
test_20779,clear primary partly_cloudy agriculture
test_20780,clear primary habitation road
test_20781,clear primary
test_20782,clear primary water cultivation agriculture
test_20783,clear primary
test_20784,clear primary
test_20785,primary water partly_cloudy agriculture road
test_20786,primary partly_cloudy
test_20787,clear primary water agriculture road
test_20788,clear primary
test_20789,primary water partly_cloudy
test_20790,clear primary
test_20791,clear primary
test_20792,clear primary
test_20793,clear primary water partly_cloudy habitation agriculture road
test_20794,clear primary water cultivation partly_cloudy habitation agriculture road
test_20795,clear primary agriculture road
test_20796,clear primary cultivation agriculture road
test_20797,clear primary water haze agriculture road
test_20798,clear primary water agriculture road
test_20799,clear primary
test_20800,clear primary agriculture
test_20801,clear primary water partly_cloudy agriculture road
test_20802,clear primary water cultivation agriculture
test_20803,clear primary
test_20804,clear primary water artisinal_mine
test_20805,clear primary water cultivation
test_20806,clear primary water cultivation agriculture road
test_20807,clear primary partly_cloudy
test_20808,clear primary habitation agriculture road
test_20809,clear primary
test_20810,primary cloudy water
test_20811,clear primary
test_20812,clear primary habitation agriculture road
test_20813,clear primary water habitation agriculture road
test_20814,primary haze
test_20815,clear primary
test_20816,clear primary agriculture road
test_20817,clear primary
test_20818,primary partly_cloudy
test_20819,clear primary
test_20820,clear primary
